selection,director,year_rev,voter,voter_url,voter_role,voter_critic_or_director,voter_country
The Shining,Stanley Kubrick,1980,Sean Durkin,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-durkin,Director,director,USA
Raging Bull,Martin Scorsese,1980,Sean Durkin,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-durkin,Director,director,USA
Seven Samurai,Akira Kurosawa,1954,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Chungking Express,Wong Kar Wai,1994,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Casablanca,Michael Curtiz,1942,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Qianxi Manbo,Hou Hsiao-Hsien,2001,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Oki-Eui Younghwa,Hong Sangsoo,2010,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Dai Chek Lo,"Johnnie To Kei-fung, Wai Ka-fai",2003,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
The Red Shoes,"Michael Powell, Emeric Pressburger",1948,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
A Touch Of Zen,King Hu,1969,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Oxhide Ii,Liu Jiayin,2009,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
The History Of The Seattle Mariners,Jon Bois,2020,Sean Gilman,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-gilman,Critic,critic,USA
Barry Lyndon,Stanley Kubrick,1975,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Don't Look Now,Nicolas Roeg,1973,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
The Godfather Part Ii,Francis Ford Coppola,1974,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
In The Mood For Love,Wong Kar Wai,2000,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Mulholland Dr.,David Lynch,2001,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Night Moves,Arthur Penn,1975,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Persona,Ingmar Bergman,1966,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Raging Bull,Martin Scorsese,1980,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
The Third Man,Carol Reed,1949,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
Le Locataire,Roman Polanski,1976,Sean Hogan,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-hogan,Author/filmmaker,critic,UK
The Battle Of Algiers,Gillo Pontecorvo,1966,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Borom Sarret,Ousmane Sembène,1963,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Do The Right Thing,Spike Lee,1989,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
The Emperor's Naked Army Marches On,Kazuo Hara,1987,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
In The Year Of The Pig,Emile De Antonio,1968,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Mapantsula,Oliver Schmitz,1989,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Come Back Africa,Lionel Rogoson,1959,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Sans Soleil,Chris Marker,1982,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Fruitvale Station,Ryan Coogler,2013,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
Monsoon Wedding,Mira Nair,2001,Sean Jacobs,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-jacobs,"Founder-Editor, Africa Is a Country, and Associate Professor, International Affairs, The New School.",critic,USA
A Matter Of Life And Death,"Michael Powell, Emeric Pressburger",1946,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
The Apartment,Billy Wilder,1960,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
The World's Greatest Sinner,Timothy Carey,1962,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
The Astrologer,Craig Denney,1976,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
Hausu,Nobuhiko Obayashi,1977,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
Rumble Fish,Francis Ford Coppola,1983,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
Nothing Lasts Forever,Tom Schiller,1984,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
The Stuff,Larry Cohen,1985,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
Crime Wave,John Paizs,1985,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
Wild At Heart,David Lynch,1990,Sean Welsh,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sean-welsh,Programmer,critic,UK
2001: A Space Odyssey,Stanley Kubrick,1968,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
La Dolce Vita,Federico Fellini,1960,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Solaris,Andrei Tarkovsky,1972,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Mulholland Dr.,David Lynch,2001,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Playtime,Jacques Tati,1967,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Vertigo,Alfred Hitchcock,1958,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
The Cameraman,Edward Sedgwick,1928,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
The 400 Blows,François Truffaut,1959,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
A Woman Under The Influence,John Cassavetes,1974,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Singin' In The Rain,"Gene Kelly, Stanley Donen",1951,Sebastián Lelio,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lelio,writer / director,director,Chile
Videodrome,David Cronenberg,1983,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Tokyo Story,Yasujirō Ozu,1953,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Suspiria,Dario Argento,1977,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
"Goodbye, Dragon Inn",Tsai Ming-liang,2003,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Blade Runner,Ridley Scott,1982,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Daibosatsu Toge,Kihachi Okamoto,1966,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Miami Vice,Michael Mann,2006,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
La Chute De La Maison Usher,Jean Epstein,1928,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Le Bonheur,Agnès Varda,1965,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
Police Officer,Tomu Uchida,1933,Sebastian Lindvall,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-lindvall,Curator and film critic,critic,Sweden
L. Cohen,James Benning,2018,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
The Quiet Man,John Ford,1952,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
Umarete Wa Mita Keredo,Yasujirō Ozu,1932,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
One Hour With You,Ernst Lubitsch,1932,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
The School Of Rock,Richard Linklater,2003,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
Close-Up,Abbas Kiarostami,1989,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
Jersey Boys,Clint Eastwood,2014,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
"As I Was Moving Ahead, Occasionally I Saw Brief Glimpses Of Beauty",Jonas Mekas,2000,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
The Autobiography Of Nicolae Ceausescu,Andrei Ujica,2010,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
Yan Fen Jie (Remnants),Wang Bing,2002,Sebastián Rosal,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sebastian-rosal,Film critic and programmer. Artistic producer and collaborator in programming (BAFICI).,critic,Argentina
Le Samouraï,Jean-Pierre Melville,1967,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Vertigo,Alfred Hitchcock,1958,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
La Cérémonie,Claude Chabrol,1995,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
A Man Escaped,Robert Bresson,1956,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
The Leopard,Luchino Visconti,1963,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Crash,David Cronenberg,1996,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Taxi Driver,Martin Scorsese,1976,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
In A Lonely Place,Nicholas Ray,1950,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Persona,Ingmar Bergman,1966,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Le Vent Nous Emportera,Abbas Kiarostami,1999,Sehad Čekić,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sehad-cekic,"producer, screenwriter",critic,Montenegro
Jules Et Jim,François Truffaut,1962,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Lucia,Humberto Solás,1969,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Apocalypse Now,Francis Ford Coppola,1979,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Stalker,Andrei Tarkovsky,1979,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Made In Hong Kong,Fruit Chan,1997,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Spirited Away,Hayao Miyazaki,2001,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
3 Idiots,Rajkumar Hirani,2009,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Once Upon A Time In Anatolia,Nuri Bilge Ceylan,2011,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Kaili Blues,Bi Gan,2015,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Parasite,Bong Joon-ho,2019,Sek Kei,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/sek-kei,,critic,Hong Kong
Meshes Of The Afternoon,"Maya Deren, Alexander Hackenschmied",1943,Selina Robertson,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/selina-robertson,Film programmer,critic,UK
Beau Travail,Claire Denis,1998,Selina Robertson,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/selina-robertson,Film programmer,critic,UK
Touki Bouki,Djibril Diop Mambéty,1973,Selina Robertson,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/selina-robertson,Film programmer,critic,UK
"Jeanne Dielman, 23 Quai Du Commerce, 1080 Bruxelles",Chantal Akerman,1975,Selina Robertson,https://www.bfi.org.uk//sight-and-sound/greatest-films-all-time/all-voters/selina-robertson,Film programmer,critic,UK
